name,date,title,pre_email,company_url
LEXIA LEARNING,"April 20, 2022",Hemet Unified School District Adopts LETRS for New Two-Year Professional Learning Program,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220420-hemet-unified-school-district-adopts-letrs-for-new-two-year-professional-le/
DISCOVERY EDUCATION,"April 19, 2022",Sesame Workshop and Discovery Education Launch Early Learning Channel for PreK to Grade 2 Kids,"['beatrice.chow@sesame.org', 'swakefield@discoveryed.com']",https://www.k12dive.com/press-release/20220419-sesame-workshop-and-discovery-education-launch-early-learning-channel-for-p/
"EIE®, MUSEUM OF SCIENCE","April 14, 2022","Creating the Next Generation of Problem Solvers: LabXchange and the Museum of Science, Boston",lmcdonough@mos.org,https://www.k12dive.com/press-release/20220414-creating-the-next-generation-of-problem-solvers-labxchange-and-the-museum/
CODERZ,"April 14, 2022",CoderZ Launches League in a Box for “On-Demand” School and District Coding Tournaments,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220414-coderz-launches-league-in-a-box-for-on-demand-school-and-district-coding/
BARON EDUCATION: DRIVESAFE DRIVING SCHOOLS | COLLEGETEST PREP AND TUTORING,"April 13, 2022",Baron Education Announces Two Scholarship Winners,katherinel@baroned.com,https://www.k12dive.com/press-release/20220413-baron-education-announces-two-scholarship-winners/
FEV TUTOR,"April 13, 2022",FEV Tutor Earns LTI Advantage and OneRoster Certifications from IMS Global,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220413-fev-tutor-earns-lti-advantage-and-oneroster-certifications-from-ims-global/
VHS LEARNING,"April 13, 2022",VHS Learning Supports Students’ College and Career Readiness via Expanded Catalog and New “Exploring College & Careers” Infographic,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220412-vhs-learning-supports-students-college-and-career-readiness-via-expanded-c/
3RADICAL,"April 12, 2022",3radical Transforms the Student and Parent Experience for an Alternative Learning Program Provider,linda.vetter@3radical.com,https://www.k12dive.com/press-release/20220412-3radical-transforms-the-student-and-parent-experience-for-an-alternative-le/
LEARNPLATFORM,"April 12, 2022","K-12 Students Each Accessed 74 Different EdTech Tools in First Half of 2021-2022 School Year, Educators Interact with 86 Different Tools, New LearnPlatform Report Shows",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20220412-k-12-students-each-accessed-74-different-edtech-tools-in-first-half-of-2021/
DISCOVERY EDUCATION,"April 12, 2022",Discovery Education’s K-12 Learning Platform Earns Learner Variability Product Certification From Digital Promise,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220412-discovery-educations-k-12-learning-platform-earns-learner-variability-prod/
MVIX DIGITAL SIGNAGE,"April 12, 2022",Mvix Introduces Fully-Managed Digital Signage Platform for Educational Institutions,njackson@mvixusa.com,https://www.k12dive.com/press-release/20220407-mvix-introduces-managed-service-platform-providing-strategy-and-deployment/
SIAM,"April 11, 2022",Nearly One in Five Teens are Factoring Ability to Work  Remotely into Their Future Plans: Survey,Not Provided,https://www.k12dive.com/press-release/20220411-nearly-one-in-five-teenagers-are-factoring-ability-to-work-remotely-into-f/
MAGNA PUBLICATIONS,"April 06, 2022",Magna Publications Offers Financial Literacy Course for Students,kevin.patrick@magnapubs.com,https://www.k12dive.com/press-release/20220405-magna-publications-offers-financial-literacy-course-for-students/
CAMBIUM LEARNING GROUP,"April 05, 2022",Cambium Learning Group Names Ashley Andersen Zantop as CEO and Chairman,john.jorgenson@cambiumlearning.com,https://www.k12dive.com/press-release/20220405-cambium-learning-group-names-ashley-andersen-zantop-as-ceo-and-chairman-1/
AVID,"April 04, 2022","AVID Appoints Thuan Nguyen as CEO to Lead Organization in Preparing Students for College, Careers, and Life",bschmitz@wearecsg.com,https://www.k12dive.com/press-release/20220404-avid-appoints-thuan-nguyen-as-ceo-to-lead-organization-in-preparing-student/
DISCOVERY EDUCATION,"April 04, 2022","Discovery Education Offering Educators Curriculum Support, At-Home Activities, and Professional Learning Resources to Keep Students Engaged in Learning All Summer",swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220404-discovery-education-offering-educators-curriculum-support-at-home-activiti/
LEARNPLATFORM,"March 31, 2022","LearnPlatform Launches IMPACT-Ready™ Certification to Recognize K-12 EdTech Providers Committed To ESSA Compliance, Evidence & Student Data Privacy",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20220331-learnplatform-launches-impact-readytm-certification-to-recognize-k-12-edtech/
DISCOVERY EDUCATION,"March 30, 2022","Discovery Education Introduces New, TEKS-Aligned Edition of Mystery Science",swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220330-discovery-education-introduces-new-teks-aligned-edition-of-mystery-science/
RENAISSANCE,"March 24, 2022",National Report Reveals Mixed Results for K–12 Student Outcomes,Not Provided,https://www.k12dive.com/press-release/20220324-national-report-reveals-mixed-results-for-k12-student-outcomes/
LITTERA EDUCATION,"March 24, 2022",Saga Education and Littera Education Partner to Boost Student Achievement in Mathematics,cfabrizio@werthpr.com,https://www.k12dive.com/press-release/20220324-saga-education-and-littera-education-partner-to-boost-student-achievement-i/
Not Provided,"March 22, 2022","Epic Springs Into Happiness on March 27: Tired, Overwhelmed Teachers Everywhere Can Join A Free Yoga Class and Get A Dose of Inspiration",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20220321-epic-springs-into-happiness-on-march-27-tired-overwhelmed-teachers-everyw/
REVOLUTION FOODS,"March 22, 2022",Revolution Foods Names Tammy Wincup as President and Chief Commercial Officer,alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20220321-revolution-foods-names-tammy-wincup-as-president-and-chief-commercial-offic/
VHS LEARNING,"March 21, 2022",VHS Learning Adds Spanish 1 to its Credit Recovery Course Offerings,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220321-vhs-learning-adds-spanish-1-to-its-credit-recovery-course-offerings/
KOGNITY,"March 18, 2022","Kognity Unveils Complete Digital High School Science Solution,  Aligned to NGSS, at ASCD 2022",lwolfe@lwolfe.com,https://www.k12dive.com/press-release/20220317-kognity-unveils-complete-digital-high-school-science-solution-aligned-to-1/
FEEDBACKPANDA,"March 17, 2022",FeedbackPanda Releases Google Classroom Integration and Updated App for K12 Teachers,carl.repp@sureswiftcapital.com,https://www.k12dive.com/press-release/20220317-feedbackpanda-releases-google-classroom-integration-and-updated-app-for-k12/
LEARNING ALLY,"March 17, 2022",New Excite Reading™ Helps Pre-K-2 Teachers  Prepare Emerging Readers For Early Literacy Success,vchernek@learningally.org,https://www.k12dive.com/press-release/20220317-new-excite-readingtm-by-learning-ally-helps-pre-k-2-teachers-prepare-emergi-1/
TEACHSTONE,"March 16, 2022","Teachstone Unveils CLASS 2nd Edition, Creating a More Equitable Path to Meaningful Interactions",media@teachstone.com,https://www.k12dive.com/press-release/20220316-teachstone-unveils-class-2nd-edition-creating-a-more-equitable-path-to-mea/
FEV TUTOR,"March 16, 2022",FEV Tutor’s Personalized High-Impact Tutoring is Now Available to Over 5 Million Students,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220315-fev-tutors-personalized-high-impact-tutoring-is-now-available-to-over-5-mi/
ASU PREP DIGITAL,"March 11, 2022",ASU Prep Digital Partnerships with Utah Schools Provide Model for Expanding Educational Opportunities,kristy@dualitypr.com,https://www.k12dive.com/press-release/20220311-asu-prep-digital-partnerships-with-utah-schools-provide-model-for-expanding/
UWORLD,"March 10, 2022",UWorld Launches AP® Success Grant for 2022-2023 School Year,kristen@prwithpanache.com,https://www.k12dive.com/press-release/20220310-uworlds-ap-success-grant-awards-62000-in-digital-resources/
LEXIA LEARNING,"March 09, 2022",Emergent Bilingual Students Using Lexia English Scored Higher than Their Peers on California’s English Language Proficiency Assessment,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220308-emergent-bilingual-students-using-lexia-english-scored-higher-than-their-pe/
READING HORIZONS,"March 03, 2022",Leading Literacy Provider Debuts New Podcast Series,Not Provided,https://www.k12dive.com/press-release/20220303-leading-literacy-provider-debuts-new-podcast-series/
LEADING BY DESIGN,"March 03, 2022","K-12, business executives hammer out pandemic leadership attributes",hunter.haley@dysmediarelations.com,https://www.k12dive.com/press-release/20220302-k-12-business-executives-hammer-out-pandemic-leadership-attributes-1/
RENAISSANCE,"March 02, 2022",Renaissance Shares Findings of World’s Largest Annual K–12 Reading Survey,pr@renaissance.com,https://www.k12dive.com/press-release/20220302-renaissance-shares-findings-of-worlds-largest-annual-k12-reading-survey/
VHS LEARNING,"March 02, 2022",VHS Learning Opens 2022 Summer School Registration,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220302-vhs-learning-opens-2022-summer-school-registration/
JPS GRAPHICS,"March 01, 2022",JPS Graphics Seeks New Heights with Transition to CEO Hunter Johnson,Not Provided,https://www.k12dive.com/press-release/20220224-jps-graphics-seeks-new-heights-with-transition-to-ceo-hunter-johnson/
EFFECTIVE SCHOOL SOLUTIONS,"February 28, 2022","Effective School Solutions Publishes ""The Challenge Facing SEAs- Defining a Unified Vision for MTSS""",lmurphy-church@effectiveschoolsolutions.com,https://www.k12dive.com/press-release/20220225-effective-school-solutions-publishes-the-challenge-facing-seas-defining-a/
TEACHERMADE,"February 24, 2022",TeacherMade Adds Auto-Graded Drag and Drop Interactions to its Online Learning Platform,isaac@teachermade.com,https://www.k12dive.com/press-release/20220224-teachermade-adds-auto-graded-drag-and-drop-interactions-to-its-online-learn/
DISCOVERY EDUCATION,"February 24, 2022",Hardin County Schools is Leading Kentucky’s Transition to Dynamic Digital Learning Experiences for Science Instruction Through New Partnership with Discovery Education,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220224-hardin-county-schools-is-leading-kentuckys-transition-to-dynamic-digital-l/
LEXIA LEARNING,"February 23, 2022",Lexia Learning President Nick Gaehde Accepted into Forbes Business Council,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220223-lexia-learning-president-nick-gaehde-accepted-into-forbes-business-council/
SPLASHLEARN,"February 22, 2022",SplashLearn rolls out dates for its much loved ‘SpringBoard Math Challenge 2022’,pr@splashlearn.com,https://www.k12dive.com/press-release/20220222-splashlearn-rolls-out-dates-for-its-much-loved-springboard-math-challenge/
BERGMEYER,"February 22, 2022","California State University, Long Beach Student Awarded 2022 Bergmeyer Scholarship",jnelson@bergmeyer.com,https://www.k12dive.com/press-release/20220222-california-state-university-long-beach-student-awarded-2021-bergmeyer-scho/
FEV TUTOR,"February 22, 2022",FEV Tutor Webinar Alert: How to Evaluate High-Impact Tutoring Programs,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220222-fev-tutor-webinar-alert-how-to-evaluate-high-impact-tutoring-programs/
MAGNILEARN,"February 16, 2022","MagniLearn, an AI EdTech Israeli start-up, announces new deal with a leading Korean education company",contact@magnilearn.com,https://www.k12dive.com/press-release/20220215-magnilearn-an-ai-edtech-israeli-start-up-announces-new-deal-with-a-leadin/
THE ART OF EDUCATION UNIVERSITY,"February 16, 2022",AOEU Selects EdTech Leader Brent Bingham as New President/CEO,Not Provided,https://www.k12dive.com/press-release/20220215-aoeu-selects-edtech-leader-brent-bingham-as-new-presidentceo/
METEOR EDUCATION,"February 15, 2022",Meteor Education Expands Services with New Publishing Arm,jacob@prp.group,https://www.k12dive.com/press-release/20220215-meteor-education-expands-services-with-new-publishing-arm/
SPLASHLEARN,"February 15, 2022",One Animations’s Oddbods Heads to SplashLearn’s Digital Learning Program,"['pr@splashlearn.com', 'oneanimation@ddapr.com']",https://www.k12dive.com/press-release/20220215-one-animationss-oddbods-heads-to-splashlearns-digital-learning-program/
LEXIA LEARNING,"February 11, 2022",Louisiana Department of Education Rates Lexia Reading Core5 as Highest Tier of Efficacy,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220210-louisiana-department-of-education-rates-lexia-reading-core5-as-highest-tier/
BERGMEYER,"February 10, 2022",The Hip Hop Architecture Camp and Bergmeyer Announce Recipient of the 2021-22 Scholarship and Internship Program,Jnelson@bergmeyer.com,https://www.k12dive.com/press-release/20220210-the-hip-hop-architecture-camp-and-bergmeyer-announce-recipient-of-the-2021-/
LEARNPLATFORM,"February 10, 2022","LearnPlatform Releases Evidence-as-a-Service Subscription to Help Solution Providers Lower Costs, Build Edtech Evidence That Districts and States Trust",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20220210-learnplatform-releases-evidence-as-a-service-subscription-to-help-solution/
RENAISSANCE,"February 09, 2022",Renaissance and Hillsborough County Celebrate 10 Years of Equitable Access to Thousands of Books,tracy.stewart@renaissance.com,https://www.k12dive.com/press-release/20220209-renaissance-and-hillsborough-county-celebrate-10-years-of-equitable-access/
CAPSTONE,"February 08, 2022","Capstone Launches PebbleGo Create,  Digital Tool Inspires Students to Demonstrate Their Learning",jglidden@capstonepub.com,https://www.k12dive.com/press-release/20220208-capstone-launches-pebblego-create-digital-tool-inspires-students-to-demon/
READING HORIZONS,"February 04, 2022",Reading Horizons Introduces New Brand Identity – Embracing Its Focus on Fighting Illiteracy,jacob@prp.group,https://www.k12dive.com/press-release/20220204-reading-horizons-introduces-new-brand-identity-embracing-its-focus-on-fig/
Not Provided,"February 04, 2022",Baron Education Announces Two Scholarship Opportunities,katherinel@baroned.com,https://www.k12dive.com/press-release/20220203-baron-education-announces-two-scholarship-opportunities/
VHS LEARNING,"February 01, 2022",Schools in All 50 States and Two U.S. Territories Offer Students Access to Quality Online Courses from VHS Learning,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220201-schools-in-all-50-states-and-two-us-territories-offer-students-access-to/
LEXIA LEARNING,"February 01, 2022",Lexia Learning Media Alert for Online Summit Supporting Struggling Readers: Challenges and Strategies for Educators,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220201-lexia-learning-media-alert-for-online-summit-supporting-struggling-readers/
UNRULY STUDIOS,"January 28, 2022",Unruly Studios Announces the Winners of the 2022 Unruly Educator Awards,Not Provided,https://www.k12dive.com/press-release/20220127-unruly-studios-announces-the-winners-of-the-2022-unruly-educator-awards/
VHS LEARNING,"January 25, 2022",VHS Learning Celebrates Twenty-Year Partnerships with Schools and Educational Consortiums,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220125-vhs-learning-celebrates-twenty-year-partnerships-with-schools-and-education/
DISCOVERY EDUCATION,"January 25, 2022",Discovery Education Celebrates 20th Year of Innovation by Unlocking the Power of Augmented Reality with No Cost iPad App and Exclusive New Original Content,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220125-discovery-education-celebrates-20th-year-of-innovation-by-unlocking-the-pow/
EFFECTIVE SCHOOL SOLUTIONS,"January 20, 2022",Effective School Solutions & The Kennedy Forum: Now is the Time to Take a More Prescriptive Approach to Mental Health Care,lmurphy-church@effectiveschoolsolutions.com,https://www.k12dive.com/press-release/20220119-now-is-the-time-to-take-a-more-prescriptive-approach-to-mental-health-care/
DISCOVERY EDUCATION,"January 19, 2022",Kansas’ Shawnee Mission School District Initiates New Partnership with Discovery Education Supporting Elementary Science Instruction,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20220119-kansas-shawnee-mission-school-district-initiates-new-partnership-with-disc/
ROSEDALE INTERNATIONAL EDUCATION,"January 18, 2022",Maple Bear Global Schools Partner with Rosedale International Education to Deliver Global High School Program,"['holly.fraser@rosedaleacademy.com', 'michelle.tice@maplebear.ca']",https://www.k12dive.com/press-release/20220118-maple-bear-global-schools-partner-with-rosedale-international-education-to/
LOGITECH,"January 18, 2022","Introducing Logitech Pen, Rechargeable Stylus for USI-enabled Chromebooks, Designed for Students",wspander@logitech.com,https://www.k12dive.com/press-release/20220118-introducing-logitech-pen-rechargeable-stylus-for-usi-enabled-chromebooks/
EARLYBIRD EDUCATION,"January 17, 2022",EarlyBird Education Raises Funding from Lobby Capital  for Game-Based Pre-Literacy Assessment,Not Provided,https://www.k12dive.com/press-release/20220117-earlybird-education-raises-funding-from-lobby-capital-for-game-based-pre-l/
"THE JUICE, LLC","January 13, 2022","Today's News for Tomorrow's Leaders: The Juice Learning Launches Platform for Students that Teaches Reading Comprehension, Media Literacy, Critical Thinking",lelkins@thejuice.news,https://www.k12dive.com/press-release/20220112-the-juice-launches-new-platform-to-build-the-strong-readers-and-critical-th/
BUILDING WINGS,"January 13, 2022","Don Johnston’s Curriculum Division Forges New Company, Building Wings™ ... Specially-Designed Literacy Instructional Materials Focus on Needs of Special Educators and Their Students",vchernek@buildingwings.com,https://www.k12dive.com/press-release/20220112-don-johnstons-curriculum-division-forges-new-company-building-wingstm/
"GALE, PART OF CENGAGE GROUP","January 12, 2022",Gale and California State Library Partner to Provide K-12 Students and Educators Access to STEAM Digital Resources,Not Provided,https://www.k12dive.com/press-release/20220112-gale-and-california-state-library-partner-to-provide-k-12-students-and-educ/
VHS LEARNING,"January 12, 2022",Schools Across the United States and Around the Globe Give VHS Learning High Marks for a Strong Online Learning Experience,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220111-schools-across-the-united-states-and-around-the-globe-give-vhs-learning-hig/
7 MINDSETS,"January 11, 2022",7 Mindsets Announces Investment by Gauge Capital,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20220111-7-mindsets-announces-investment-by-gauge-capital/
DISCOVERY EDUCATION,"January 04, 2022",North Carolina’s Hoke County Schools Launches New Partnership with Discovery Education to Create Modern and Innovative Learning Environments Supporting Science Instruction,swakefield1971@gmail.com,https://www.k12dive.com/press-release/20220104-north-carolinas-hoke-county-schools-launches-new-partnership-with-discover/
DISCOVERY EDUCATION,"December 20, 2021",Discovery Education’s Science Techbook Approved for Statewide Use by South Carolina’s State Board of Education,swakefield1971@gmail.com,https://www.k12dive.com/press-release/20211220-discovery-educations-science-techbook-approved-for-statewide-use-by-south-2/
UPLIFT EDUCATION,"December 16, 2021","Uplift Education Has Earned a 5-year, $4 Million Grant from the US Department of Education",dfox@uplifteducation.org,https://www.k12dive.com/press-release/20211216-uplift-education-has-earned-a-5-year-4-million-grant-from-the-us-departme/
FEV TUTOR,"December 15, 2021",FEV Tutor Named Winner of the Inaugural 2021 Supes’ Choice Award for Virtual Instruction Experience,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211215-fev-tutor-named-winner-of-the-inaugural-2021-supes-choice-award-for-virtua/
OZOBOT,"December 08, 2021",Ozobot Brings Learning to Life with MetaBot™ — the First Free Educational Augmented Reality Robot,pr@ozobot.com,https://www.k12dive.com/press-release/20211207-ozobot-brings-learning-to-life-with-metabottm-the-first-free-educational-a/
TODDLE,"December 08, 2021","The Inquiry Educators Summit (TIES), 2022 - A Festival of Learning Like No Other",Not Provided,https://www.k12dive.com/press-release/20211206-the-inquiry-educators-summit-ties-2022-a-festival-of-learning-like-no/
THE SCRATCH FOUNDATION,"December 03, 2021",Partnership Between The Scratch Foundation and Deaf Kids Code Expands Creative Coding Learning Opportunities for Deaf Students,Not Provided,https://www.k12dive.com/press-release/20211203-partnership-between-the-scratch-foundation-and-deaf-kids-code-expands-creat/
REVOLUTION FOODS,"December 02, 2021",Revolution Foods Appoints Dominic Engels as Chief Executive Officer,alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20211201-revolution-foods-appoints-dominic-engels-as-chief-executive-officer/
CUEMATH,"December 01, 2021",U.S. Students are Tackling COVID-19 Math Learning Loss Through Online Personalized Visual Learning,heidi.murphy@padillaco.com,https://www.k12dive.com/press-release/20211201-us-students-are-tackling-covid-19-math-learning-loss-through-online-perso/
LEXIA LEARNING,"December 01, 2021",Kansas Provides Statewide Access of LETRS Professional Learning in Literacy for Educators Responsible for Prekindergarten through Grade Three,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211201-kansas-provides-statewide-access-of-letrs-professional-learning-in-literacy/
UNRULY STUDIOS,"December 01, 2021",Football Star Jonathan Jones Inspires Kids to Code and Get Active with Unruly Splats,charlotte@unruly-studios.com,https://www.k12dive.com/press-release/20211130-football-star-jonathan-jones-inspires-kids-to-code-and-get-active-with-unru/
DISCOVERY EDUCATION,"November 22, 2021","Delaware Department of Education, DuPont and Discovery Education Launch First-of-Its-Kind Partnership Supporting STEM, Career, and Technical Education Statewide",swakefield@discoveryed.com,https://www.k12dive.com/press-release/20211122-delaware-department-of-education-dupont-and-discovery-education-launch-fir/
PARENTSQUARE,"November 18, 2021",California’s Oakland USD Adopts Aeries Communications Powered by ParentSquare to Enhance School-Home Engagement Efforts,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211117-californias-oakland-usd-adopts-aeries-communications-powered-by-parentsqua/
LEARNING A-Z,"November 18, 2021",Learning A-Z to Unveil New Foundational Skills and Writing Solutions at its Annual Learning A-Z CONNECT Virtual Conference,learningaz@blastmedia.com,https://www.k12dive.com/press-release/20211117-learning-a-z-to-unveil-new-foundational-skills-and-writing-solutions-at-its/
FEV TUTOR,"November 16, 2021",FEV Tutor Releases New Buyer’s Guide for Evaluating and Implementing High-Impact Tutoring Programs,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211116-fev-tutor-releases-new-buyers-guide-for-evaluating-and-implementing-high-i/
MANAGEDMETHODS,"November 16, 2021",New ManagedMethods Report Reveals 30% of K-12 School Districts Lack Cloud Application Security,jkasowski@managedmethods.com,https://www.k12dive.com/press-release/20211116-new-managedmethods-report-reveals-30-of-k-12-school-districts-lack-cloud-a/
VHS LEARNING,"November 16, 2021",VHS Learning Students Again Outperform National Average  Pass Rates for Advanced Placement® Exams,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211115-vhs-learning-students-again-outperform-national-average-pass-rates-for-adv/
"SPHERO, INC.","November 10, 2021",Sphero® indi™ Named to TIME’s List of the 100 Best Inventions of 2021,press@sphero.com,https://www.k12dive.com/press-release/20211110-sphero-inditm-named-to-times-list-of-the-100-best-inventions-of-2021/
RENAISSANCE,"November 09, 2021",Renaissance Announces Significant Growth Investment from Blackstone,"['linda.germain@renaissance.com', 'matthew.anderson@blackstone.com', 'mariel.seidmangati@blackstone.com', 'dzacchei@sloanepr.com', 'ksylvester@sloanepr.com']",https://www.k12dive.com/press-release/20211109-renaissance-announces-significant-growth-investment-from-blackstone/
VHS LEARNING,"November 09, 2021",VHS Learning Extends Commitment to CSforALL Movement,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211109-vhs-learning-extends-commitment-to-csforall-movement/
DISCOVERY EDUCATION,"November 09, 2021",Arkansas’ Corning School District Enters New Age of Digital Science Instruction Through Partnership with Discovery Education,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20211109-arkansas-corning-school-district-enters-new-age-of-digital-science-instruc-1/
EFFECTIVE SCHOOL SOLUTIONS,"November 04, 2021",New Survey Confirms the Pandemic Continues to Impact Student Mental Health,lmurphy-church@effectiveschoolsolutions.com,https://www.k12dive.com/press-release/20211103-new-survey-confirms-the-pandemic-continues-to-impact-student-mental-health/
CENTER FOR INTERACTIVE LEARNING AND COLLABORATION (CILC),"October 29, 2021","Celebrate National Distance Learning Week Nov. 8-12 with  Live, Daily Free Programs for K-12",grace@philosophycommunication.com,https://www.k12dive.com/press-release/20211029-celebrate-national-distance-learning-week-nov-8-12-with-live-daily-free-1/
LEARNPLATFORM,"October 26, 2021","LearnPlatform Continues Growth, Invests in its User Experience and Company Culture with Two New Leadership Appointments",alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20211026-learnplatform-continues-growth-invests-in-its-user-experience-and-company-1/
DISCOVERY EDUCATION,"October 21, 2021",Suffolk City Public Schools Launches New Partnership with Discovery Education to Deepen Student Learning Through Real-World Connections,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20211021-suffolk-city-public-schools-launches-new-partnership-with-discovery-educati/
GALE PART OF CENGAGE GROUP,"October 20, 2021",Gale Launches New SEL and Career Readiness Platform to Prepare Students for Life After Graduation,Not Provided,https://www.k12dive.com/press-release/20211020-gale-launches-new-sel-and-career-readiness-platform-to-prepare-students-for/
Not Provided,"October 20, 2021",Wicomico County Public Schools Partners with Air Tutors To  Bring Specialized Math Tutoring to Struggling Students,alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20211020-wicomico-county-public-schools-partners-with-air-tutors-to-bring-specializ/
AIM HIGH,"October 19, 2021",New Aim High CEO to Focus on Fighting Systemic Barriers to Education and Northern California's Growing Teacher Shortage,Not Provided,https://www.k12dive.com/press-release/20211019-new-aim-high-ceo-to-focus-on-fighting-systemic-barriers-to-education-and-no/
"SPHERO, INC.","October 14, 2021","Sphero’s First Screenless Learning Robot for Kids 4+, Sphero indi, is Now Available for Schools Worldwide",press@sphero.com,https://www.k12dive.com/press-release/20211014-spheros-first-screenless-learning-robot-for-kids-4-sphero-indi-is-now-a-1/
DISCOVERY EDUCATION,"October 14, 2021",Latest Virtual Field Trip from Discovery Education Explores the History of Veterans Day and the Importance of Service,gmaliska@discoveryed.com,https://www.k12dive.com/press-release/20211014-latest-virtual-field-trip-from-discovery-education-explores-the-history-of/
LEXIA LEARNING,"October 07, 2021",Media Alert: Lexia Learning Presents 2nd Annual Emergent Bilingual Week Event,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20211007-media-alert-lexia-learning-presents-2nd-annual-emergent-bilingual-week-eve/
FLEXPOINT,"October 06, 2021",Florida Virtual School Unveils FlexPoint Education Cloud - A New Brand Offering Services to Kindergarten-12th Grade School Districts Worldwide,Media@FlexPointEducation.com,https://www.k12dive.com/press-release/20211006-florida-virtual-school-unveils-flexpoint-education-cloud-a-new-brand-offe/
SCHOOLSPLP,"October 05, 2021",SchoolsPLP and Mathspace announce new partnership,josh@schoolsplp.com,https://www.k12dive.com/press-release/20211005-schoolsplp-and-mathspace-announce-new-partnership/
HUNTINGTON LEARNING CENTER,"October 05, 2021",Nationwide Parent Survey Reveals Families are Utilizing Hybrid Tutoring to Tackle Unfinished Learning Caused by COVID-19,hlc@mbpconsultants.com,https://www.k12dive.com/press-release/20211004-parents-turn-to-hybrid-tutoring-options-to-tackle-unfinished-learning-caus/
DISCOVERY EDUCATION,"October 05, 2021",Discovery Education Continues Supporting Educators During the COVID-19 Pandemic with Hundreds of No Cost Daily Activities,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20211005-discovery-education-continues-supporting-educators-during-the-covid-19-pand/
Not Provided,"October 05, 2021",Epic Celebrates World Teachers Day Announcing New Cohort of Master Teachers,alyssa@ammediaworks.com,https://www.k12dive.com/press-release/20211004-epic-celebrates-world-teachers-day-announcing-new-cohort-of-master-teachers/
LEXIA LEARNING,"September 30, 2021",National Report Reveals Educators Are Concerned About  Student Preparedness This Year,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210930-national-report-reveals-educators-are-concerned-about-student-preparedness/
3DUXDESIGN,"September 28, 2021",3DuxDesign Gets Honored in Fast Company’s 2021 Innovation By Design Awards for Re-Imagining STEAM education.,marci@3duxdesign.com,https://www.k12dive.com/press-release/20210927-3duxdesign-listed-as-honorable-mention-in-fast-companys-2021-innovation-by/
DISCOVERY EDUCATION,"September 27, 2021",Discovery Education Launches New Collaboration with AWS,swakefield@discoveryed.com,https://www.k12dive.com/press-release/20210927-discovery-education-launches-new-collaboration-with-aws-1/
LEXIA LEARNING,"September 24, 2021",Lexia Nationwide Report Finds 80% of Students Using Lexia Core5 Reading Did Not Experience Literacy Learning Loss During Remote and Hybrid Learning in the 2020-21 Academic Year,charlotte@nickelcommpr.com,https://www.k12dive.com/press-release/20210923-lexia-nationwide-report-finds-80-of-students-using-lexia-core5-reading-did/
Not Provided,"September 23, 2021",The New Franklin School Appoints Pioneering Maker Educator Jaymes Dec to Spearhead Hands-on Learning for High School Students in Jersey City,media@franklinjc.org,https://www.k12dive.com/press-release/20210923-the-new-franklin-school-appoints-pioneering-maker-educator-james-dec-to-spe/
